file,T_inf,weighted_mass_loss_kg_s,species,M_total_kg_s,Mdot_kg_s,lambda_j,v_th_m_s,effusion_velocity_m_s,n_exo_m3,exobase_altitude_km,exobase_radius_m,T_exo_K,exobase_index,jeans_valid,escape_regime,unphysical_extension,atmosphere_type,mass_case,flux_case
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,S2,3.543057492657206e-06,0.0,1604.9363336655097,227.82961528634655,0.0,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,H2S,3.543057492657206e-06,0.0,852.6224272598021,312.5796534013643,0.0,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,SO2,3.543057492657206e-06,0.0,1604.9363336655097,227.82961528634655,0.0,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,O,3.543057492657206e-06,1.597651899087051e-169,401.2340834163774,455.6592305726931,2.8824761933579107e-170,362582287609.94055,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,NO2,3.543057492657206e-06,0.0,1153.5479898220854,268.7331531826927,0.0,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,CO2,3.543057492657206e-06,0.0,1103.393729395038,274.77285455848386,0.0,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,N2,3.543057492657206e-06,0.0,702.1596459786605,344.4460019103958,7.771600924335148e-301,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,H2,3.543057492657206e-06,0.0,50.15426042704718,1288.7989273927838,3.074280544779874e-18,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,NO,3.543057492657206e-06,0.0,752.3139064057077,332.76645216014884,0.0,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,OH,3.543057492657206e-06,0.0,426.31121362990103,442.05438516209074,3.8195078593749964e-181,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,H,3.543057492657206e-06,3.543057492657206e-06,25.07713021352359,1822.6369222907724,1.7238352361896105e-07,21512584162519.285,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,CH4,3.543057492657206e-06,0.0,401.2340834163774,455.6592305726931,2.8824761933579107e-170,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,H2O,3.543057492657206e-06,0.0,451.38834384342465,429.59964246426125,5.0524666907331985e-192,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,O2,3.543057492657206e-06,0.0,802.4681668327548,322.19973184819594,0.0,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,N2O,3.543057492657206e-06,0.0,1103.393729395038,274.77285455848386,0.0,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,CO,3.543057492657206e-06,0.0,702.1596459786605,344.4460019103958,7.771600924335148e-301,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,S,3.543057492657206e-06,0.0,802.4681668327548,322.19973184819594,0.0,65685116121.42876,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,NH3,3.543057492657206e-06,0.0,426.31121362990103,442.05438516209074,3.8195078593749964e-181,0.0,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,N,3.543057492657206e-06,5.927710752620862e-150,351.07982298933024,487.1202074068708,1.631708287452843e-148,2715980110.5026298,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,200,3.208783220084817e-06,C,3.543057492657206e-06,1.897419445539275e-125,300.92556256228306,526.1499588597642,9.143094499802537e-127,1810085248363.3103,3257.679190437926,9569306.136637926,199.77270369451278,420.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,S2,0.010199990773340759,0.0,1056.761230200822,278.57173834872583,0.0,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,H2S,0.010199990773340759,0.0,561.4044035441867,382.1972718999652,9.287456396508272e-240,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,SO2,0.010199990773340759,0.0,1056.761230200822,278.57173834872583,0.0,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,O,0.010199990773340759,2.832892529804269e-110,264.1903075502055,557.1434766974517,7.64763273600767e-111,234822044473.35974,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,NO2,0.010199990773340759,0.0,759.5471342068408,328.58529625285047,0.0,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,CO2,0.010199990773340759,0.0,726.5233457630651,335.9701575635571,2.05808196657e-311,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,N2,0.010199990773340759,0.0,462.33303821285955,421.16088112096196,8.954659265070485e-197,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,H2,0.010199990773340759,0.0,33.023788443775686,1575.839721866469,6.880827780742581e-11,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,NO,0.010199990773340759,0.0,495.3568266566353,406.8800666053975,4.216179489113273e-211,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,OH,0.010199990773340759,0.0,280.70220177209336,540.5085654229282,5.315824106635231e-118,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,H,0.010199990773340759,0.010199990773340759,16.511894221887843,2228.5739067898066,0.0007425585246701782,13932365610706.414,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,CH4,0.010199990773340759,0.0,264.1903075502055,557.1434766974517,7.64763273600767e-111,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,H2O,0.010199990773340759,0.0,297.2140959939812,525.279907288823,3.688690273170181e-125,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,O2,0.010199990773340759,0.0,528.380615100411,393.95993046661727,1.9807500318737988e-225,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,N2O,0.010199990773340759,0.0,726.5233457630651,335.9701575635571,2.05808196657e-311,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,CO,0.010199990773340759,0.0,462.33303821285955,421.16088112096196,8.954659265070485e-197,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,S,0.010199990773340759,2.6584171513034326e-225,528.380615100411,393.95993046661727,1.9807500318737988e-225,42540173048.10304,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,NH3,0.010199990773340759,0.0,280.70220177209336,540.5085654229282,5.315824106635231e-118,0.0,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,N,0.010199990773340759,3.819839909831345e-98,231.16651910642977,595.6114300222672,1.5733090207262718e-96,1758971753.6983285,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,300,0.009237659650272685,C,0.010199990773340759,4.443837520479094e-81,198.14273066265412,643.3338724970355,3.204065518040724e-82,1172279874710.8147,3409.2989133702927,9720925.859570293,298.66883112826645,422.0,True,Jeans,False,H2,1_M_earth,1_F_earth
H2_atmosphere_1_M_earth_1_F_earth.csv,500,4.252354103423225,S2,4.695342138808313,0.0,615.940671080643,359.2140429647052,1.978596087078827e-263,0.0,3718.654432187764,10030281.378387764,496.61794287755237,426.0,True,Jeans,False,H2,1_M_earth,1_F_earth
